source,route,name,size,stroke,profile,inkCells,facesPre,facesPreLargest,regions,pathCells,segments,coverage,bendRate,dagDepth,failure
"lucide","line-art","turtle",100,3,"authored",1114,7,358,7,2016,126,1,0.4140859140859141,14,""
"lucide","line-art","turtle",100,4,"default",1488,7,326,7,1724,117,1,0.41169590643274856,16,""
"lucide","line-art","turtle",100,4,"authored",1488,7,326,7,1724,117,1,0.41169590643274856,16,""
"lucide","line-art","turtle",100,6,"default",2149,7,255,7,1396,79,1,0.4081041968162084,10,""
"lucide","line-art","turtle",100,6,"authored",2149,7,255,7,1396,79,1,0.4081041968162084,10,""
"mdi-solid","cut-5","apple",40,2,"default",1249,7,85,2,552,36,1,0.40693430656934304,8,""
"mdi-solid","cut-5","apple",40,2,"authored",1249,7,85,2,508,32,1,0.4583333333333333,7,""
"mdi-solid","cut-5","apple",40,3,"default",1361,7,58,3,80,5,1,0.5540540540540541,2,""
"mdi-solid","cut-5","apple",40,3,"authored",1361,7,58,3,80,5,1,0.5540540540540541,2,""
"mdi-solid","cut-6","apple",40,4,"default",1422,10,57,3,60,6,1,0.6111111111111112,2,""
"mdi-solid","cut-6","apple",40,4,"authored",1422,10,57,3,60,6,1,0.6111111111111112,2,""
"mdi-solid","cut-8","apple",40,6,"default",1467,6,55,2,40,3,1,0.6111111111111112,2,""
"mdi-solid","cut-8","apple",40,6,"authored",1467,6,55,2,40,3,1,0.6111111111111112,2,""
"mdi-solid","cut-8","apple",60,2,"default",2632,8,252,2,1288,103,1,0.4190031152647975,17,""
"mdi-solid","cut-8","apple",60,2,"authored",2632,8,252,2,1224,76,1,0.4311475409836066,13,""
"mdi-solid","cut-8","apple",60,3,"default",2795,13,211,2,1116,84,1,0.4064748201438849,9,""
"mdi-solid","cut-8","apple",60,3,"authored",2795,13,211,6,972,77,1,0.44895833333333335,12,""
"mdi-solid","cut-8","apple",60,4,"default",2954,12,171,6,780,47,1,0.4609375,9,""
"mdi-solid","cut-8","apple",60,4,"authored",2954,12,171,6,780,47,1,0.4609375,9,""
"mdi-solid","cut-8","apple",60,6,"default",3278,10,85,6,120,12,1,0.6111111111111112,3,""
"mdi-solid","cut-8","apple",60,6,"authored",3278,10,85,6,120,12,1,0.6111111111111112,3,""
"mdi-solid","cut-10","apple",78,2,"default",4315,8,423,2,2216,153,1,0.4154611211573237,21,""
"mdi-solid","cut-10","apple",78,2,"authored",4315,8,423,2,2124,146,1,0.4099056603773585,16,""
"mdi-solid","cut-10","apple",78,3,"default",4521,7,376,2,2144,156,1,0.4224299065420561,25,""
"mdi-solid","cut-10","apple",78,3,"authored",4521,7,376,7,1908,163,1,0.4350580781414995,16,""
"mdi-solid","cut-10","apple",78,4,"default",4725,7,327,7,1656,121,1,0.4415347137637028,15,""
"mdi-solid","cut-10","apple",78,4,"authored",4725,7,327,7,1656,121,1,0.4415347137637028,15,""
"mdi-solid","cut-10","apple",78,6,"default",5169,7,222,7,1192,78,1,0.4601018675721562,12,""
"mdi-solid","cut-10","apple",78,6,"authored",5169,7,222,7,1192,78,1,0.4601018675721562,12,""
"mdi-solid","cut-13","apple",100,2,"default",6955,7,748,2,3644,253,1,0.4087912087912088,21,""
"mdi-solid","cut-13","apple",100,2,"authored",6955,7,748,2,3520,268,1,0.41581342434584756,18,""
"mdi-solid","cut-13","apple",100,3,"default",7216,7,681,2,3520,234,1,0.41467576791808874,24,""
"mdi-solid","cut-13","apple",100,3,"authored",7216,7,681,6,3208,207,1,0.43929912390488113,20,""
"mdi-solid","cut-13","apple",100,4,"default",7478,8,615,7,2956,178,1,0.429299796057104,21,""
"mdi-solid","cut-13","apple",100,4,"authored",7478,8,615,7,2956,178,1,0.429299796057104,21,""
"mdi-solid","cut-13","apple",100,6,"default",8019,7,477,7,2376,150,1,0.4534292972057578,14,""
"mdi-solid","cut-13","apple",100,6,"authored",8019,7,477,7,2376,150,1,0.4534292972057578,14,""
"mdi-solid","cut-5","bird",40,2,"default",1334,9,74,1,424,25,1,0.44786729857819907,7,""
"mdi-solid","cut-5","bird",40,2,"authored",1334,9,74,1,396,31,1,0.46954314720812185,7,""
"mdi-solid","cut-5","bird",40,3,"default",1416,11,50,3,80,7,1,0.5540540540540541,3,""
"mdi-solid","cut-5","bird",40,3,"authored",1416,11,50,3,80,7,1,0.5540540540540541,3,""
"mdi-solid","cut-6","bird",40,4,"default",1450,7,48,3,60,8,1,0.6111111111111112,3,""
"mdi-solid","cut-6","bird",40,4,"authored",1450,7,48,3,60,8,1,0.6111111111111112,3,""
"mdi-solid","cut-8","bird",40,6,"default",1484,4,51,1,20,1,1,0.6111111111111112,1,""
"mdi-solid","cut-8","bird",40,6,"authored",1484,4,51,1,20,1,1,0.6111111111111112,1,""
"mdi-solid","cut-8","bird",60,2,"default",2839,9,232,1,980,72,1,0.4284253578732106,10,""
"mdi-solid","cut-8","bird",60,2,"authored",2839,9,232,1,940,75,1,0.4125799573560768,11,""
"mdi-solid","cut-8","bird",60,3,"default",2962,8,196,3,852,59,1,0.4574468085106383,10,""
"mdi-solid","cut-8","bird",60,3,"authored",2962,8,196,8,764,52,1,0.4612299465240642,9,""
"mdi-solid","cut-8","bird",60,4,"default",3091,10,159,8,624,41,1,0.48519736842105265,6,""
"mdi-solid","cut-8","bird",60,4,"authored",3091,10,159,8,624,41,1,0.48519736842105265,6,""
"mdi-solid","cut-8","bird",60,6,"default",3350,13,78,3,60,7,1,0.6111111111111112,2,""
"mdi-solid","cut-8","bird",60,6,"authored",3350,13,78,3,60,7,1,0.6111111111111112,2,""
"mdi-solid","cut-10","bird",78,2,"default",4702,8,401,1,1808,137,1,0.41915836101882614,16,""
"mdi-solid","cut-10","bird",78,2,"authored",4702,8,401,1,1728,97,1,0.43279258400927,15,""
"mdi-solid","cut-10","bird",78,3,"default",4868,8,352,1,1676,103,1,0.43189964157706096,16,""
"mdi-solid","cut-10","bird",78,3,"authored",4868,8,352,7,1508,98,1,0.4497991967871486,11,""
"mdi-solid","cut-10","bird",78,4,"default",5034,9,304,8,1280,82,1,0.4572784810126582,10,""
"mdi-solid","cut-10","bird",78,4,"authored",5034,9,304,8,1280,82,1,0.4572784810126582,10,""
"mdi-solid","cut-10","bird",78,6,"default",5382,13,202,8,888,70,1,0.47706422018348627,8,""
"mdi-solid","cut-10","bird",78,6,"authored",5382,13,202,8,888,70,1,0.47706422018348627,8,""
"mdi-solid","cut-13","bird",100,2,"default",7608,6,702,1,2916,213,1,0.40459849004804394,21,""
"mdi-solid","cut-13","bird",100,2,"authored",7608,6,702,1,2812,193,1,0.4174377224199288,25,""
"mdi-solid","cut-13","bird",100,3,"default",7819,8,641,1,2788,158,1,0.41816223977028,16,""
"mdi-solid","cut-13","bird",100,3,"authored",7819,8,641,6,2568,166,1,0.4370109546165884,18,""
"mdi-solid","cut-13","bird",100,4,"default",8034,11,578,7,2320,163,1,0.4388551604509974,19,""
"mdi-solid","cut-13","bird",100,4,"authored",8034,11,578,7,2320,163,1,0.4388551604509974,19,""
"mdi-solid","cut-13","bird",100,6,"default",8461,7,449,7,1868,120,1,0.45361380798274004,13,""
"mdi-solid","cut-13","bird",100,6,"authored",8461,7,449,7,1868,120,1,0.45361380798274004,13,""
"mdi-solid","cut-5","cat",40,2,"default",1284,14,63,1,476,27,1,0.43670886075949367,7,""
"mdi-solid","cut-5","cat",40,2,"authored",1284,14,63,1,436,27,1,0.46774193548387094,6,""
"mdi-solid","cut-5","cat",40,3,"default",1381,18,43,3,80,11,1,0.5540540540540541,2,""
"mdi-solid","cut-5","cat",40,3,"authored",1381,18,43,3,80,11,1,0.5540540540540541,2,""
"mdi-solid","cut-6","cat",40,4,"default",1414,9,40,3,60,6,1,0.6111111111111112,2,""
"mdi-solid","cut-6","cat",40,4,"authored",1414,9,40,3,60,6,1,0.6111111111111112,2,""
"mdi-solid","cut-8","cat",40,6,"default",1462,12,45,2,40,3,1,0.6111111111111112,2,""
"mdi-solid","cut-8","cat",40,6,"authored",1462,12,45,2,40,3,1,0.6111111111111112,2,""
"mdi-solid","cut-8","cat",60,2,"default",2683,15,196,1,1204,80,1,0.42678868552412647,16,""
"mdi-solid","cut-8","cat",60,2,"authored",2683,15,196,1,1124,73,1,0.4269162210338681,15,""
"mdi-solid","cut-8","cat",60,3,"default",2833,11,168,1,1004,70,1,0.4301397205588822,9,""
"mdi-solid","cut-8","cat",60,3,"authored",2833,11,168,7,932,80,1,0.45751633986928103,15,""
"mdi-solid","cut-8","cat",60,4,"default",2972,11,140,7,788,58,1,0.4728682170542636,10,""
"mdi-solid","cut-8","cat",60,4,"authored",2972,11,140,7,788,58,1,0.4728682170542636,10,""
"mdi-solid","cut-8","cat",60,6,"default",3284,11,59,4,80,8,1,0.6111111111111112,2,""
"mdi-solid","cut-8","cat",60,6,"authored",3284,11,59,4,80,8,1,0.6111111111111112,2,""
"mdi-solid","cut-10","cat",78,2,"default",4456,14,338,1,2072,156,1,0.4207729468599034,17,""
"mdi-solid","cut-10","cat",78,2,"authored",4456,14,338,1,1972,126,1,0.4299492385786802,16,""
"mdi-solid","cut-10","cat",78,3,"default",4653,14,301,2,1848,123,1,0.42733188720173537,14,""
"mdi-solid","cut-10","cat",78,3,"authored",4653,14,301,8,1696,112,1,0.45654761904761904,11,""
"mdi-solid","cut-10","cat",78,4,"default",4853,14,262,9,1492,97,1,0.45658073270013566,12,""
"mdi-solid","cut-10","cat",78,4,"authored",4853,14,262,10,1488,111,1,0.46253405994550406,14,""
"mdi-solid","cut-10","cat",78,6,"default",5269,12,176,10,972,64,1,0.47163865546218486,11,""
"mdi-solid","cut-10","cat",78,6,"authored",5269,12,176,10,972,64,1,0.47163865546218486,11,""
"mdi-solid","cut-13","cat",100,2,"default",7171,20,595,1,3480,233,1,0.40454284071305346,24,""
"mdi-solid","cut-13","cat",100,2,"authored",7171,20,595,1,3340,245,1,0.41431995206710603,26,""
"mdi-solid","cut-13","cat",100,3,"default",7421,14,551,1,3228,216,1,0.41320520768753877,18,""
"mdi-solid","cut-13","cat",100,3,"authored",7421,14,551,8,3024,216,1,0.4365026595744681,17,""
"mdi-solid","cut-13","cat",100,4,"default",7670,13,506,8,2748,176,1,0.44875549048316254,13,""
"mdi-solid","cut-13","cat",100,4,"authored",7670,13,506,9,2744,192,1,0.4314013206162876,16,""
"mdi-solid","cut-13","cat",100,6,"default",8169,13,398,9,2196,143,1,0.44214876033057854,12,""
"mdi-solid","cut-13","cat",100,6,"authored",8169,13,398,9,2196,143,1,0.44214876033057854,12,""
"mdi-solid","cut-5","fish",40,2,"default",1358,13,56,1,312,19,1,0.4806451612903226,7,""
"mdi-solid","cut-5","fish",40,2,"authored",1358,13,56,1,296,25,1,0.48639455782312924,6,""
"mdi-solid","cut-5","fish",40,3,"default",1434,11,39,2,80,6,1,0.5,2,""
"mdi-solid","cut-5","fish",40,3,"authored",1434,11,39,2,80,6,1,0.5,2,""
"mdi-solid","cut-6","fish",40,4,"default",1463,9,38,2,40,3,1,0.6111111111111112,3,""
"mdi-solid","cut-6","fish",40,4,"authored",1463,9,38,2,40,3,1,0.6111111111111112,3,""
"mdi-solid","cut-8","fish",40,6,"default",1487,7,38,1,20,1,1,0.6111111111111112,1,""
"mdi-solid","cut-8","fish",40,6,"authored",1487,7,38,1,20,1,1,0.6111111111111112,1,""
"mdi-solid","cut-8","fish",60,2,"default",2907,12,175,1,900,61,1,0.4287305122494432,8,""
"mdi-solid","cut-8","fish",60,2,"authored",2907,12,175,1,864,65,1,0.4095127610208817,11,""
"mdi-solid","cut-8","fish",60,3,"default",3030,11,146,3,748,37,1,0.444743935309973,8,""
"mdi-solid","cut-8","fish",60,3,"authored",3030,11,146,6,684,49,1,0.4523809523809524,6,""
"mdi-solid","cut-8","fish",60,4,"default",3145,9,119,6,560,38,1,0.4653284671532847,6,""
"mdi-solid","cut-8","fish",60,4,"authored",3145,9,119,6,560,38,1,0.4653284671532847,6,""
"mdi-solid","cut-8","fish",60,6,"default",3380,12,58,2,40,3,1,0.6111111111111112,2,""
"mdi-solid","cut-8","fish",60,6,"authored",3380,12,58,2,40,3,1,0.6111111111111112,2,""
"mdi-solid","cut-10","fish",78,2,"default",4835,13,294,1,1544,105,1,0.4156939040207523,11,""
"mdi-solid","cut-10","fish",78,2,"authored",4835,13,294,2,1484,109,1,0.4243243243243243,14,""
"mdi-solid","cut-10","fish",78,3,"default",5001,13,257,1,1404,94,1,0.4186875891583452,13,""
"mdi-solid","cut-10","fish",78,3,"authored",5001,13,257,6,1260,96,1,0.4551282051282051,17,""
"mdi-solid","cut-10","fish",78,4,"default",5161,16,222,5,1068,70,1,0.4678638941398866,13,""
"mdi-solid","cut-10","fish",78,4,"authored",5161,16,222,5,1068,70,1,0.4678638941398866,13,""
"mdi-solid","cut-10","fish",78,6,"default",5490,10,149,6,736,45,1,0.46408839779005523,11,""
"mdi-solid","cut-10","fish",78,6,"authored",5490,10,149,6,736,45,1,0.46408839779005523,11,""
"mdi-solid","cut-13","fish",100,2,"default",7837,15,516,1,2660,179,1,0.41346877351392025,19,""
"mdi-solid","cut-13","fish",100,2,"authored",7837,15,516,2,2556,191,1,0.420846394984326,16,""
"mdi-solid","cut-13","fish",100,3,"default",8044,18,471,1,2500,149,1,0.4167333867093675,15,""
"mdi-solid","cut-13","fish",100,3,"authored",8044,18,471,6,2296,153,1,0.4426444833625219,16,""
"mdi-solid","cut-13","fish",100,4,"default",8257,11,426,6,2044,134,1,0.44734251968503935,18,""
"mdi-solid","cut-13","fish",100,4,"authored",8257,11,426,6,2044,134,1,0.44734251968503935,18,""
"mdi-solid","cut-13","fish",100,6,"default",8664,10,335,8,1584,110,1,0.4477040816326531,15,""
"mdi-solid","cut-13","fish",100,6,"authored",8664,10,335,8,1584,110,1,0.4477040816326531,15,""
"mdi-solid","cut-5","rabbit",40,2,"default",1308,14,82,1,380,20,1,0.4470899470899471,6,""
"mdi-solid","cut-5","rabbit",40,2,"authored",1308,14,82,2,352,29,1,0.46839080459770116,5,""
"mdi-solid","cut-5","rabbit",40,3,"default",1404,12,57,2,40,3,1,0.6111111111111112,2,""
"mdi-solid","cut-5","rabbit",40,3,"authored",1404,12,57,2,40,3,1,0.6111111111111112,2,""
"mdi-solid","cut-6","rabbit",40,4,"default",1442,14,51,1,20,1,1,0.6111111111111112,1,""
"mdi-solid","cut-6","rabbit",40,4,"authored",1442,14,51,1,20,1,1,0.6111111111111112,1,""
"mdi-solid","cut-8","rabbit",40,6,"default",1462,7,59,2,40,3,1,0.6111111111111112,2,""
"mdi-solid","cut-8","rabbit",40,6,"authored",1462,7,59,2,40,3,1,0.6111111111111112,2,""
"mdi-solid","cut-8","rabbit",60,2,"default",2782,13,261,2,1044,74,1,0.43653846153846154,11,""
"mdi-solid","cut-8","rabbit",60,2,"authored",2782,13,261,3,984,55,1,0.4488752556237219,11,""
"mdi-solid","cut-8","rabbit",60,3,"default",2918,15,219,3,888,53,1,0.4501133786848073,8,""
"mdi-solid","cut-8","rabbit",60,3,"authored",2918,15,219,8,804,57,1,0.44416243654822335,13,""
"mdi-solid","cut-8","rabbit",60,4,"default",3057,16,177,8,616,45,1,0.4816666666666667,12,""
"mdi-solid","cut-8","rabbit",60,4,"authored",3057,16,177,8,616,45,1,0.4816666666666667,12,""
"mdi-solid","cut-8","rabbit",60,6,"default",3336,12,58,4,80,10,1,0.6111111111111112,4,""
"mdi-solid","cut-8","rabbit",60,6,"authored",3336,12,58,4,80,10,1,0.6111111111111112,4,""
"mdi-solid","cut-10","rabbit",78,2,"default",4605,17,445,1,1840,128,1,0.411860718171926,11,""
"mdi-solid","cut-10","rabbit",78,2,"authored",4605,17,445,2,1768,114,1,0.4212018140589569,11,""
"mdi-solid","cut-10","rabbit",78,3,"default",4790,18,394,4,1632,100,1,0.41995073891625617,21,""
"mdi-solid","cut-10","rabbit",78,3,"authored",4790,18,394,9,1508,105,1,0.44026845637583895,19,""
"mdi-solid","cut-10","rabbit",78,4,"default",4976,15,343,11,1296,100,1,0.4599686028257457,14,""
"mdi-solid","cut-10","rabbit",78,4,"authored",4976,15,343,11,1296,100,1,0.4599686028257457,14,""
"mdi-solid","cut-10","rabbit",78,6,"default",5348,14,234,10,888,79,1,0.47580645161290325,11,""
"mdi-solid","cut-10","rabbit",78,6,"authored",5348,14,234,10,888,79,1,0.47580645161290325,11,""
"mdi-solid","cut-13","rabbit",100,2,"default",7423,14,788,1,3112,231,1,0.41639871382636656,28,""
"mdi-solid","cut-13","rabbit",100,2,"authored",7423,14,788,1,3024,222,1,0.4192587690271343,22,""
"mdi-solid","cut-13","rabbit",100,3,"default",7656,14,723,2,2884,191,1,0.41909722222222223,22,""
"mdi-solid","cut-13","rabbit",100,3,"authored",7656,14,723,11,2704,171,1,0.4313944817300522,21,""
"mdi-solid","cut-13","rabbit",100,4,"default",7892,14,658,11,2488,166,1,0.43876723438767234,12,""
"mdi-solid","cut-13","rabbit",100,4,"authored",7892,14,658,11,2488,166,1,0.43876723438767234,12,""
"mdi-solid","cut-13","rabbit",100,6,"default",8361,20,519,11,1944,111,1,0.45213319458896983,11,""
"mdi-solid","cut-13","rabbit",100,6,"authored",8361,20,519,11,1944,111,1,0.45213319458896983,11,""
