source,route,name,size,stroke,profile,inkCells,facesPre,facesPreLargest,regions,pathCells,segments,coverage,bendRate,dagDepth,failure
"lucide","line-art","egg",40,2,"default",187,1,594,1,632,37,1,0.3952380952380952,9,""
"lucide","line-art","egg",40,2,"authored",187,1,594,1,632,37,1,0.3952380952380952,9,""
"lucide","line-art","egg",40,3,"default",282,1,549,1,608,34,1,0.4141914191419142,9,""
"lucide","line-art","egg",40,3,"authored",282,1,549,1,608,34,1,0.4141914191419142,9,""
"lucide","line-art","egg",40,4,"default",367,1,513,1,584,38,1,0.4106529209621993,9,""
"lucide","line-art","egg",40,4,"authored",367,1,513,1,584,38,1,0.4106529209621993,9,""
"lucide","line-art","egg",40,6,"default",572,1,426,1,480,31,1,0.40376569037656906,5,""
"lucide","line-art","egg",40,6,"authored",572,1,426,1,480,31,1,0.40376569037656906,5,""
"lucide","line-art","egg",60,2,"default",286,1,1404,1,1488,89,1,0.4004037685060565,14,""
"lucide","line-art","egg",60,2,"authored",286,1,1404,1,1488,89,1,0.4004037685060565,14,""
"lucide","line-art","egg",60,3,"default",434,1,1318,1,1400,98,1,0.3955650929899857,12,""
"lucide","line-art","egg",60,3,"authored",434,1,1318,1,1400,98,1,0.3955650929899857,12,""
"lucide","line-art","egg",60,4,"default",554,1,1278,1,1360,109,1,0.41310751104565535,16,""
"lucide","line-art","egg",60,4,"authored",554,1,1278,1,1360,109,1,0.41310751104565535,16,""
"lucide","line-art","egg",60,6,"default",842,1,1150,1,1232,90,1,0.4121951219512195,14,""
"lucide","line-art","egg",60,6,"authored",842,1,1150,1,1232,90,1,0.4121951219512195,14,""
"lucide","line-art","egg",78,2,"default",370,1,2417,1,2512,164,1,0.4131474103585657,14,""
"lucide","line-art","egg",78,2,"authored",370,1,2417,1,2512,164,1,0.4131474103585657,14,""
"lucide","line-art","egg",78,3,"default",558,1,2328,1,2428,147,1,0.39530090684253916,22,""
"lucide","line-art","egg",78,3,"authored",558,1,2328,1,2428,147,1,0.39530090684253916,22,""
"lucide","line-art","egg",78,4,"default",726,1,2253,1,2368,157,1,0.3960270498732037,19,""
"lucide","line-art","egg",78,4,"authored",726,1,2253,1,2368,157,1,0.3960270498732037,19,""
"lucide","line-art","egg",78,6,"default",1102,1,2081,1,2140,152,1,0.41206735266604305,25,""
"lucide","line-art","egg",78,6,"authored",1102,1,2081,1,2140,152,1,0.41206735266604305,25,""
"lucide","line-art","egg",100,2,"default",453,1,4060,1,4208,306,1,0.40252020922491677,31,""
"lucide","line-art","egg",100,2,"authored",453,1,4060,1,4208,306,1,0.40252020922491677,31,""
"lucide","line-art","egg",100,3,"default",701,1,3942,1,4056,258,1,0.40034533793783916,20,""
"lucide","line-art","egg",100,3,"authored",701,1,3942,1,4056,258,1,0.40034533793783916,20,""
"lucide","line-art","egg",100,4,"default",938,1,3828,1,3984,275,1,0.4025615268709191,26,""
"lucide","line-art","egg",100,4,"authored",938,1,3828,1,3984,275,1,0.4025615268709191,26,""
"lucide","line-art","egg",100,6,"default",1412,1,3601,1,3712,225,1,0.4110512129380054,25,""
"lucide","line-art","egg",100,6,"authored",1412,1,3601,1,3712,225,1,0.4110512129380054,25,""
"lucide","line-art","fish",40,2,"default",353,5,136,1,516,36,1,0.42996108949416345,6,""
"lucide","line-art","fish",40,2,"authored",353,5,136,1,496,30,1,0.4190283400809717,8,""
"lucide","line-art","fish",40,3,"default",501,5,109,2,360,23,1,0.42134831460674155,4,""
"lucide","line-art","fish",40,3,"authored",501,5,109,3,344,32,1,0.4467455621301775,7,""
"lucide","line-art","fish",40,4,"default",678,5,91,5,208,14,1,0.4898989898989899,5,""
"lucide","line-art","fish",40,4,"authored",678,5,91,5,208,14,1,0.4898989898989899,5,""
"lucide","line-art","fish",40,6,"default",970,9,48,1,56,4,1,0.5370370370370371,2,""
"lucide","line-art","fish",40,6,"authored",970,9,48,1,56,4,1,0.5370370370370371,2,""
"lucide","line-art","fish",60,2,"default",524,5,352,1,1228,88,1,0.4102773246329527,12,""
"lucide","line-art","fish",60,2,"authored",524,5,352,1,1200,100,1,0.41652754590984975,14,""
"lucide","line-art","fish",60,3,"default",795,5,311,3,1080,68,1,0.4245810055865922,13,""
"lucide","line-art","fish",60,3,"authored",795,5,311,3,1076,64,1,0.42149532710280374,12,""
"lucide","line-art","fish",60,4,"default",1033,5,268,5,940,63,1,0.42795698924731185,10,""
"lucide","line-art","fish",60,4,"authored",1033,5,268,5,932,79,1,0.43058568329718006,11,""
"lucide","line-art","fish",60,6,"default",1492,5,199,3,540,38,1,0.42134831460674155,10,""
"lucide","line-art","fish",60,6,"authored",1492,5,199,3,540,38,1,0.42134831460674155,10,""
"lucide","line-art","fish",78,2,"default",687,5,628,1,2220,160,1,0.4080252479711452,19,""
"lucide","line-art","fish",78,2,"authored",687,5,628,1,2196,167,1,0.4015496809480401,17,""
"lucide","line-art","fish",78,3,"default",1055,5,564,2,2012,134,1,0.4098605577689243,13,""
"lucide","line-art","fish",78,3,"authored",1055,5,564,4,1952,131,1,0.41872427983539096,12,""
"lucide","line-art","fish",78,4,"default",1362,5,519,5,1728,131,1,0.41850989522700816,21,""
"lucide","line-art","fish",78,4,"authored",1362,5,519,5,1720,113,1,0.4099415204678363,14,""
"lucide","line-art","fish",78,6,"default",1999,5,425,5,1376,95,1,0.4172767203513909,12,""
"lucide","line-art","fish",78,6,"authored",1999,5,425,5,1376,95,1,0.4172767203513909,12,""
"lucide","line-art","fish",100,2,"default",874,5,1067,1,3716,212,1,0.3992999461497038,18,""
"lucide","line-art","fish",100,2,"authored",874,5,1067,1,3664,280,1,0.3984161660294921,23,""
"lucide","line-art","fish",100,3,"default",1358,5,987,2,3404,228,1,0.3991176470588235,22,""
"lucide","line-art","fish",100,3,"authored",1358,5,987,4,3356,208,1,0.4020310633213859,17,""
"lucide","line-art","fish",100,4,"default",1727,5,928,5,3136,195,1,0.4161868202175304,20,""
"lucide","line-art","fish",100,4,"authored",1727,5,928,5,3124,225,1,0.41490044958253053,16,""
"lucide","line-art","fish",100,6,"default",2587,5,798,5,2600,163,1,0.42046332046332047,20,""
"lucide","line-art","fish",100,6,"authored",2587,5,798,5,2600,163,1,0.42046332046332047,20,""
"lucide","line-art","ghost",40,2,"default",244,1,604,1,632,38,1,0.3825396825396825,10,""
"lucide","line-art","ghost",40,2,"authored",244,1,604,1,624,36,1,0.41318327974276525,9,""
"lucide","line-art","ghost",40,3,"default",371,1,562,1,624,47,1,0.41318327974276525,10,""
"lucide","line-art","ghost",40,3,"authored",371,1,562,1,616,39,1,0.40879478827361565,11,""
"lucide","line-art","ghost",40,4,"default",491,1,486,1,576,25,1,0.44076655052264807,9,""
"lucide","line-art","ghost",40,4,"authored",491,1,486,1,568,34,1,0.4081272084805654,11,""
"lucide","line-art","ghost",40,6,"default",747,1,364,1,400,20,1,0.4547738693467337,7,""
"lucide","line-art","ghost",40,6,"authored",747,1,364,1,400,20,1,0.4547738693467337,7,""
"lucide","line-art","ghost",60,2,"default",357,1,1486,1,1608,109,1,0.4140722291407223,17,""
"lucide","line-art","ghost",60,2,"authored",357,1,1486,1,1608,109,1,0.4140722291407223,17,""
"lucide","line-art","ghost",60,3,"default",518,1,1409,1,1536,105,1,0.38657105606258146,14,""
"lucide","line-art","ghost",60,3,"authored",518,1,1409,1,1528,103,1,0.3951507208387942,16,""
"lucide","line-art","ghost",60,4,"default",714,1,1312,1,1376,101,1,0.41120815138282385,14,""
"lucide","line-art","ghost",60,4,"authored",714,1,1312,1,1368,92,1,0.4033674963396779,15,""
"lucide","line-art","ghost",60,6,"default",1102,1,1122,1,1280,88,1,0.4154929577464789,11,""
"lucide","line-art","ghost",60,6,"authored",1102,1,1122,1,1248,87,1,0.3940609951845907,15,""
"lucide","line-art","ghost",78,2,"default",456,1,2583,1,2684,196,1,0.39858314690529456,18,""
"lucide","line-art","ghost",78,2,"authored",456,1,2583,1,2684,196,1,0.39858314690529456,18,""
"lucide","line-art","ghost",78,3,"default",641,1,2481,1,2552,162,1,0.41137254901960785,21,""
"lucide","line-art","ghost",78,3,"authored",641,1,2481,1,2544,182,1,0.4063729346970889,19,""
"lucide","line-art","ghost",78,4,"default",934,1,2343,1,2524,156,1,0.41435368754956386,23,""
"lucide","line-art","ghost",78,4,"authored",934,1,2343,1,2516,157,1,0.4148766905330151,14,""
"lucide","line-art","ghost",78,6,"default",1422,1,2100,1,2156,161,1,0.4052924791086351,25,""
"lucide","line-art","ghost",78,6,"authored",1422,1,2100,1,2156,161,1,0.4052924791086351,25,""
"lucide","line-art","ghost",100,2,"default",600,1,4276,1,4376,301,1,0.3989483310470965,28,""
"lucide","line-art","ghost",100,2,"authored",600,1,4276,1,4376,301,1,0.3989483310470965,28,""
"lucide","line-art","ghost",100,3,"default",929,1,4175,1,4280,293,1,0.40790088826554466,26,""
"lucide","line-art","ghost",100,3,"authored",929,1,4175,1,4280,293,1,0.40790088826554466,26,""
"lucide","line-art","ghost",100,4,"default",1178,1,4003,1,4240,299,1,0.4013685700802265,30,""
"lucide","line-art","ghost",100,4,"authored",1178,1,4003,1,4232,278,1,0.399290780141844,26,""
"lucide","line-art","ghost",100,6,"default",1823,1,3682,1,3824,266,1,0.4079016221873365,22,""
"lucide","line-art","ghost",100,6,"authored",1823,1,3682,1,3792,247,1,0.4050131926121372,23,""
"lucide","line-art","grape",40,2,"default",398,8,52,2,476,34,1,0.4364406779661017,7,""
"lucide","line-art","grape",40,2,"authored",398,8,52,3,464,28,1,0.45414847161572053,7,""
"lucide","line-art","grape",40,3,"default",574,8,40,7,372,21,1,0.48324022346368717,4,""
"lucide","line-art","grape",40,3,"authored",574,8,40,8,368,26,1,0.4772727272727273,5,""
"lucide","line-art","grape",40,4,"default",719,8,31,8,260,17,1,0.5040983606557377,3,""
"lucide","line-art","grape",40,4,"authored",719,8,31,8,260,17,1,0.5040983606557377,3,""
"lucide","line-art","grape",40,6,"default",1011,8,12,0,0,0,0,0,0,"repair: mask repair removed the entire region — the raw blob had no interior thick enough to survive the morphological open; try a larger gridSize or fillFraction"
"lucide","line-art","grape",40,6,"authored",1011,8,12,0,0,0,0,0,0,"repair: mask repair removed the entire region — the raw blob had no interior thick enough to survive the morphological open; try a larger gridSize or fillFraction"
"lucide","line-art","grape",60,2,"default",673,9,130,1,1304,84,1,0.41551459293394777,15,""
"lucide","line-art","grape",60,2,"authored",673,9,130,1,1240,81,1,0.40306946688206785,11,""
"lucide","line-art","grape",60,3,"default",931,8,109,7,1044,66,1,0.429126213592233,17,""
"lucide","line-art","grape",60,3,"authored",931,8,109,8,1040,55,1,0.4306640625,8,""
"lucide","line-art","grape",60,4,"default",1172,8,96,8,860,55,1,0.4265402843601896,7,""
"lucide","line-art","grape",60,4,"authored",1172,8,96,8,860,55,1,0.4265402843601896,7,""
"lucide","line-art","grape",60,6,"default",1645,8,66,8,624,42,1,0.4506578947368421,4,""
"lucide","line-art","grape",60,6,"authored",1645,8,66,8,624,42,1,0.4506578947368421,4,""
"lucide","line-art","grape",78,2,"default",914,14,235,1,2204,150,1,0.4055404178019982,15,""
"lucide","line-art","grape",78,2,"authored",914,14,235,1,2164,160,1,0.41304347826086957,16,""
"lucide","line-art","grape",78,3,"default",1302,8,212,4,1936,138,1,0.40767634854771784,17,""
"lucide","line-art","grape",78,3,"authored",1302,8,212,8,1920,129,1,0.41544117647058826,14,""
"lucide","line-art","grape",78,4,"default",1613,8,185,8,1672,105,1,0.4166666666666667,12,""
"lucide","line-art","grape",78,4,"authored",1613,8,185,8,1672,105,1,0.4166666666666667,12,""
"lucide","line-art","grape",78,6,"default",2275,8,140,8,1268,93,1,0.41613418530351437,11,""
"lucide","line-art","grape",78,6,"authored",2275,8,140,8,1268,93,1,0.41613418530351437,11,""
"lucide","line-art","grape",100,2,"default",1182,15,414,1,3740,240,1,0.40476190476190477,22,""
"lucide","line-art","grape",100,2,"authored",1182,15,414,1,3696,272,1,0.42257715213860314,21,""
"lucide","line-art","grape",100,3,"default",1679,14,380,4,3368,230,1,0.4119047619047619,25,""
"lucide","line-art","grape",100,3,"authored",1679,14,380,8,3348,223,1,0.40756302521008403,18,""
"lucide","line-art","grape",100,4,"default",2183,8,340,8,3012,204,1,0.4082109479305741,18,""
"lucide","line-art","grape",100,4,"authored",2183,8,340,8,3012,204,1,0.4082109479305741,18,""
"lucide","line-art","grape",100,6,"default",3077,8,277,8,2460,149,1,0.40425531914893614,14,""
"lucide","line-art","grape",100,6,"authored",3077,8,277,8,2460,149,1,0.40425531914893614,14,""
"lucide","line-art","house",40,2,"default",290,2,500,1,624,40,1,0.39389067524115756,12,""
"lucide","line-art","house",40,2,"authored",290,2,500,1,624,40,1,0.39389067524115756,12,""
"lucide","line-art","house",40,3,"default",364,2,470,1,608,37,1,0.3943894389438944,6,""
"lucide","line-art","house",40,3,"authored",364,2,470,1,608,37,1,0.3943894389438944,6,""
"lucide","line-art","house",40,4,"default",566,2,378,2,544,29,1,0.43148148148148147,7,""
"lucide","line-art","house",40,4,"authored",566,2,378,2,544,29,1,0.43148148148148147,7,""
"lucide","line-art","house",40,6,"default",829,2,263,1,200,14,1,0.4494949494949495,3,""
"lucide","line-art","house",40,6,"authored",829,2,263,1,200,14,1,0.4494949494949495,3,""
"lucide","line-art","house",60,2,"default",321,2,1269,1,1692,133,1,0.4088757396449704,16,""
"lucide","line-art","house",60,2,"authored",321,2,1269,1,1684,134,1,0.415576694411415,19,""
"lucide","line-art","house",60,3,"default",616,2,1146,1,1576,108,1,0.3983481575603558,12,""
"lucide","line-art","house",60,3,"authored",616,2,1146,1,1576,108,1,0.3983481575603558,12,""
"lucide","line-art","house",60,4,"default",740,2,1078,2,1456,122,1,0.3953168044077135,14,""
"lucide","line-art","house",60,4,"authored",740,2,1078,2,1456,122,1,0.3953168044077135,14,""
"lucide","line-art","house",60,6,"default",1158,2,894,2,1136,75,1,0.4081272084805654,11,""
"lucide","line-art","house",60,6,"authored",1158,2,894,2,1136,75,1,0.4081272084805654,11,""
"lucide","line-art","house",78,2,"default",541,2,2119,1,2764,178,1,0.39717595944967415,23,""
"lucide","line-art","house",78,2,"authored",541,2,2119,1,2764,178,1,0.39717595944967415,23,""
"lucide","line-art","house",78,3,"default",807,2,2068,2,2708,154,1,0.38979289940828404,20,""
"lucide","line-art","house",78,3,"authored",807,2,2068,2,2708,154,1,0.38979289940828404,20,""
"lucide","line-art","house",78,4,"default",1092,2,1872,2,2440,158,1,0.40476190476190477,18,""
"lucide","line-art","house",78,4,"authored",1092,2,1872,2,2440,158,1,0.40476190476190477,18,""
"lucide","line-art","house",78,6,"default",1629,2,1634,2,2092,164,1,0.3946360153256705,13,""
"lucide","line-art","house",78,6,"authored",1629,2,1634,2,2092,164,1,0.3946360153256705,13,""
"lucide","line-art","house",100,2,"default",572,2,3702,1,4896,338,1,0.4023293829178586,20,""
"lucide","line-art","house",100,2,"authored",572,2,3702,1,4888,348,1,0.40667212443716744,23,""
"lucide","line-art","house",100,3,"default",1039,2,3472,1,4384,295,1,0.40460976722957553,25,""
"lucide","line-art","house",100,3,"authored",1039,2,3472,1,4384,295,1,0.40460976722957553,25,""
"lucide","line-art","house",100,4,"default",1268,2,3388,2,4280,305,1,0.38891487371375116,26,""
"lucide","line-art","house",100,4,"authored",1268,2,3388,2,4280,305,1,0.38891487371375116,26,""
"lucide","line-art","house",100,6,"default",2033,2,3037,2,3932,260,1,0.3989307535641548,24,""
"lucide","line-art","house",100,6,"authored",2033,2,3037,2,3932,260,1,0.3989307535641548,24,""
"lucide","line-art","leaf",40,2,"default",237,1,452,1,496,39,1,0.402834008097166,8,""
"lucide","line-art","leaf",40,2,"authored",237,1,452,1,492,27,1,0.4346938775510204,6,""
"lucide","line-art","leaf",40,3,"default",348,1,404,1,476,29,1,0.4409282700421941,7,""
"lucide","line-art","leaf",40,3,"authored",348,1,404,1,464,27,1,0.41774891774891776,7,""
"lucide","line-art","leaf",40,4,"default",466,1,343,1,412,25,1,0.4317073170731707,9,""
"lucide","line-art","leaf",40,4,"authored",466,1,343,1,412,25,1,0.4317073170731707,9,""
"lucide","line-art","leaf",40,6,"default",684,1,251,1,288,15,1,0.45104895104895104,8,""
"lucide","line-art","leaf",40,6,"authored",684,1,251,1,288,15,1,0.45104895104895104,8,""
"lucide","line-art","leaf",60,2,"default",354,1,1124,1,1256,91,1,0.4090909090909091,13,""
"lucide","line-art","leaf",60,2,"authored",354,1,1124,1,1240,88,1,0.41437802907915994,16,""
"lucide","line-art","leaf",60,3,"default",521,1,1040,1,1172,84,1,0.4128205128205128,14,""
"lucide","line-art","leaf",60,3,"authored",521,1,1040,1,1148,83,1,0.4109947643979058,10,""
"lucide","line-art","leaf",60,4,"default",707,1,944,1,1020,72,1,0.3919449901768173,11,""
"lucide","line-art","leaf",60,4,"authored",707,1,944,1,1020,72,1,0.3919449901768173,11,""
"lucide","line-art","leaf",60,6,"default",1036,1,791,1,892,72,1,0.4258426966292135,11,""
"lucide","line-art","leaf",60,6,"authored",1036,1,791,1,892,72,1,0.4258426966292135,11,""
"lucide","line-art","leaf",78,2,"default",461,1,1967,1,2128,154,1,0.3993414863593603,17,""
"lucide","line-art","leaf",78,2,"authored",461,1,1967,1,2108,152,1,0.405982905982906,17,""
"lucide","line-art","leaf",78,3,"default",678,1,1854,1,2060,122,1,0.4037900874635568,15,""
"lucide","line-art","leaf",78,3,"authored",678,1,1854,1,2020,135,1,0.4098116947472745,13,""
"lucide","line-art","leaf",78,4,"default",917,1,1740,1,1880,102,1,0.41480298189563364,16,""
"lucide","line-art","leaf",78,4,"authored",917,1,1740,1,1880,102,1,0.41480298189563364,16,""
"lucide","line-art","leaf",78,6,"default",1351,1,1529,1,1652,114,1,0.39090909090909093,14,""
"lucide","line-art","leaf",78,6,"authored",1351,1,1529,1,1652,114,1,0.39090909090909093,14,""
"lucide","line-art","leaf",100,2,"default",580,1,3319,1,3504,255,1,0.4154768703597944,21,""
"lucide","line-art","leaf",100,2,"authored",580,1,3319,1,3480,229,1,0.40051753881541113,22,""
"lucide","line-art","leaf",100,3,"default",870,1,3178,1,3420,200,1,0.4034523112931539,26,""
"lucide","line-art","leaf",100,3,"authored",870,1,3178,1,3360,235,1,0.4094699225729601,25,""
"lucide","line-art","leaf",100,4,"default",1151,1,3037,1,3236,190,1,0.40476190476190477,23,""
"lucide","line-art","leaf",100,4,"authored",1151,1,3037,1,3236,190,1,0.40476190476190477,23,""
"lucide","line-art","leaf",100,6,"default",1744,1,2748,1,2900,206,1,0.40131124913733607,24,""
"lucide","line-art","leaf",100,6,"authored",1744,1,2748,1,2900,206,1,0.40131124913733607,24,""
"lucide","line-art","rabbit",40,2,"default",307,3,368,1,472,31,1,0.44893617021276594,10,""
"lucide","line-art","rabbit",40,2,"authored",307,3,368,1,468,40,1,0.4570815450643777,7,""
"lucide","line-art","rabbit",40,3,"default",440,3,308,2,392,25,1,0.422680412371134,7,""
"lucide","line-art","rabbit",40,3,"authored",440,3,308,2,392,25,1,0.422680412371134,7,""
"lucide","line-art","rabbit",40,4,"default",596,3,250,2,348,28,1,0.43023255813953487,6,""
"lucide","line-art","rabbit",40,4,"authored",596,3,250,2,348,28,1,0.43023255813953487,6,""
"lucide","line-art","rabbit",40,6,"default",879,10,128,1,144,8,1,0.47183098591549294,3,""
"lucide","line-art","rabbit",40,6,"authored",879,10,128,1,144,8,1,0.47183098591549294,3,""
"lucide","line-art","rabbit",60,2,"default",449,3,913,1,1260,84,1,0.41573926868044514,10,""
"lucide","line-art","rabbit",60,2,"authored",449,3,913,1,1256,89,1,0.4090909090909091,12,""
"lucide","line-art","rabbit",60,3,"default",675,3,819,2,1128,75,1,0.4199288256227758,12,""
"lucide","line-art","rabbit",60,3,"authored",675,3,819,2,1120,82,1,0.43010752688172044,14,""
"lucide","line-art","rabbit",60,4,"default",881,3,751,3,988,72,1,0.43075356415478616,11,""
"lucide","line-art","rabbit",60,4,"authored",881,3,751,3,980,78,1,0.4209445585215606,12,""
"lucide","line-art","rabbit",60,6,"default",1335,3,568,3,728,48,1,0.42105263157894735,10,""
"lucide","line-art","rabbit",60,6,"authored",1335,3,568,3,728,48,1,0.42105263157894735,10,""
"lucide","line-art","rabbit",78,2,"default",602,3,1602,1,2156,146,1,0.4117920148560817,13,""
"lucide","line-art","rabbit",78,2,"authored",602,3,1602,1,2140,152,1,0.41113189897100094,15,""
"lucide","line-art","rabbit",78,3,"default",866,3,1509,1,2020,131,1,0.4147670961347869,16,""
"lucide","line-art","rabbit",78,3,"authored",866,3,1509,2,1984,134,1,0.40606060606060607,14,""
"lucide","line-art","rabbit",78,4,"default",1198,3,1368,3,1784,109,1,0.39932508436445446,16,""
"lucide","line-art","rabbit",78,4,"authored",1198,3,1368,3,1780,111,1,0.4036076662908681,13,""
"lucide","line-art","rabbit",78,6,"default",1756,3,1160,3,1520,108,1,0.42536327608982827,18,""
"lucide","line-art","rabbit",78,6,"authored",1756,3,1160,3,1504,111,1,0.40253671562082777,15,""
"lucide","line-art","rabbit",100,2,"default",742,3,2731,1,3608,253,1,0.4023849140321686,19,""
"lucide","line-art","rabbit",100,2,"authored",742,3,2731,1,3580,255,1,0.40721073225265514,21,""
"lucide","line-art","rabbit",100,3,"default",1151,3,2575,1,3376,236,1,0.4045643153526971,26,""
"lucide","line-art","rabbit",100,3,"authored",1151,3,2575,3,3324,238,1,0.40687160940325495,21,""
"lucide","line-art","rabbit",100,4,"default",1532,3,2432,3,3164,225,1,0.409119696010133,21,""
"lucide","line-art","rabbit",100,4,"authored",1532,3,2432,3,3156,217,1,0.406031746031746,22,""
"lucide","line-art","rabbit",100,6,"default",2263,3,2158,3,2704,164,1,0.41030392883617495,16,""
"lucide","line-art","rabbit",100,6,"authored",2263,3,2158,3,2704,164,1,0.41030392883617495,16,""
"lucide","line-art","snail",40,2,"default",416,2,365,1,640,43,1,0.44043887147335425,7,""
"lucide","line-art","snail",40,2,"authored",416,2,365,1,604,42,1,0.4069767441860465,7,""
"lucide","line-art","snail",40,3,"default",588,3,278,3,400,25,1,0.44416243654822335,6,""
"lucide","line-art","snail",40,3,"authored",588,3,278,4,388,33,1,0.45,8,""
"lucide","line-art","snail",40,4,"default",782,5,200,2,148,10,1,0.5138888888888888,6,""
"lucide","line-art","snail",40,4,"authored",782,5,200,3,144,8,1,0.5289855072463768,4,""
"lucide","line-art","snail",40,6,"default",1127,21,11,0,0,0,0,0,0,"repair: mask repair removed the entire region — the raw blob had no interior thick enough to survive the morphological open; try a larger gridSize or fillFraction"
"lucide","line-art","snail",40,6,"authored",1127,21,11,0,0,0,0,0,0,"repair: mask repair removed the entire region — the raw blob had no interior thick enough to survive the morphological open; try a larger gridSize or fillFraction"
"lucide","line-art","snail",60,2,"default",593,3,966,1,1448,87,1,0.38381742738589214,16,""
"lucide","line-art","snail",60,2,"authored",593,3,966,1,1392,100,1,0.39784172661870504,15,""
"lucide","line-art","snail",60,3,"default",894,2,830,1,1284,78,1,0.4235569422776911,8,""
"lucide","line-art","snail",60,3,"authored",894,2,830,1,1236,85,1,0.4027552674230146,14,""
"lucide","line-art","snail",60,4,"default",1202,2,684,2,1116,88,1,0.4289568345323741,12,""
"lucide","line-art","snail",60,4,"authored",1202,2,684,2,1116,88,1,0.4289568345323741,12,""
"lucide","line-art","snail",60,6,"default",1725,3,448,5,508,32,1,0.4799196787148594,10,""
"lucide","line-art","snail",60,6,"authored",1725,3,448,5,508,32,1,0.4799196787148594,10,""
"lucide","line-art","snail",78,2,"default",785,3,1729,1,2608,162,1,0.418649270913277,20,""
"lucide","line-art","snail",78,2,"authored",785,3,1729,1,2552,178,1,0.4137254901960784,22,""
"lucide","line-art","snail",78,3,"default",1224,2,1551,1,2348,124,1,0.3959931798806479,18,""
"lucide","line-art","snail",78,3,"authored",1224,2,1551,1,2200,156,1,0.3989990900818926,19,""
"lucide","line-art","snail",78,4,"default",1588,2,1369,2,1980,146,1,0.409919028340081,15,""
"lucide","line-art","snail",78,4,"authored",1588,2,1369,2,1980,146,1,0.409919028340081,15,""
"lucide","line-art","snail",78,6,"default",2283,2,1038,2,1556,114,1,0.4162371134020619,12,""
"lucide","line-art","snail",78,6,"authored",2283,2,1038,2,1556,114,1,0.4162371134020619,12,""
"lucide","line-art","snail",100,2,"default",1029,2,2998,1,4316,291,1,0.4003245248029671,29,""
"lucide","line-art","snail",100,2,"authored",1029,2,2998,1,4252,309,1,0.40494117647058825,25,""
"lucide","line-art","snail",100,3,"default",1555,3,2756,1,4076,272,1,0.3944526264113893,23,""
"lucide","line-art","snail",100,3,"authored",1555,3,2756,2,3888,267,1,0.41014418125643665,19,""
"lucide","line-art","snail",100,4,"default",2048,3,2517,2,3612,272,1,0.4043791574279379,25,""
"lucide","line-art","snail",100,4,"authored",2048,3,2517,2,3612,272,1,0.4043791574279379,25,""
"lucide","line-art","snail",100,6,"default",3001,2,2067,2,2944,191,1,0.40408163265306124,18,""
"lucide","line-art","snail",100,6,"authored",3001,2,2067,2,2944,191,1,0.40408163265306124,18,""
"lucide","line-art","turtle",40,2,"default",298,7,46,4,172,12,1,0.47560975609756095,3,""
"lucide","line-art","turtle",40,2,"authored",298,7,46,5,168,13,1,0.4873417721518987,4,""
"lucide","line-art","turtle",40,3,"default",410,7,29,4,100,11,1,0.5652173913043478,4,""
"lucide","line-art","turtle",40,3,"authored",410,7,29,4,100,11,1,0.5652173913043478,4,""
"lucide","line-art","turtle",40,4,"default",535,7,21,1,20,1,1,0.6111111111111112,1,""
"lucide","line-art","turtle",40,4,"authored",535,7,21,1,20,1,1,0.6111111111111112,1,""
"lucide","line-art","turtle",40,6,"default",729,6,4,0,0,0,0,0,0,"repair: mask repair removed the entire region — the raw blob had no interior thick enough to survive the morphological open; try a larger gridSize or fillFraction"
"lucide","line-art","turtle",40,6,"authored",729,6,4,0,0,0,0,0,0,"repair: mask repair removed the entire region — the raw blob had no interior thick enough to survive the morphological open; try a larger gridSize or fillFraction"
"lucide","line-art","turtle",60,2,"default",448,7,126,3,648,47,1,0.440809968847352,6,""
"lucide","line-art","turtle",60,2,"authored",448,7,126,3,640,47,1,0.43217665615141954,11,""
"lucide","line-art","turtle",60,3,"default",587,7,102,3,600,44,1,0.44107744107744107,15,""
"lucide","line-art","turtle",60,3,"authored",587,7,102,4,592,38,1,0.4332191780821918,10,""
"lucide","line-art","turtle",60,4,"default",861,7,80,7,488,44,1,0.4345991561181435,7,""
"lucide","line-art","turtle",60,4,"authored",861,7,80,7,488,44,1,0.4345991561181435,7,""
"lucide","line-art","turtle",60,6,"default",1215,7,44,2,80,5,1,0.5,2,""
"lucide","line-art","turtle",60,6,"authored",1215,7,44,2,80,5,1,0.5,2,""
"lucide","line-art","turtle",78,2,"default",498,7,231,1,1464,99,1,0.4124487004103967,18,""
"lucide","line-art","turtle",78,2,"authored",498,7,231,1,1428,97,1,0.40462833099579243,19,""
"lucide","line-art","turtle",78,3,"default",879,7,197,4,1116,62,1,0.41245487364620936,7,""
"lucide","line-art","turtle",78,3,"authored",879,7,197,7,1100,70,1,0.43554327808471455,10,""
"lucide","line-art","turtle",78,4,"default",1078,7,165,7,968,70,1,0.4129979035639413,11,""
"lucide","line-art","turtle",78,4,"authored",1078,7,165,7,968,70,1,0.4129979035639413,11,""
"lucide","line-art","turtle",78,6,"default",1542,7,117,7,688,50,1,0.4332344213649852,7,""
"lucide","line-art","turtle",78,6,"authored",1542,7,117,7,688,50,1,0.4332344213649852,7,""
"lucide","line-art","turtle",100,2,"default",757,7,410,1,2412,168,1,0.4053941908713693,19,""
"lucide","line-art","turtle",100,2,"authored",757,7,410,1,2384,179,1,0.40260285474391266,18,""
"lucide","line-art","turtle",100,3,"default",1114,7,358,4,2068,129,1,0.3970873786407767,14,""
