name,frame,angle,dilation,regions,pathCells,fill,segments,failure
car,square-60,165,1,3,900,0.2500,66,""
car,square-60,165,2,1,652,0.1811,39,""
car,portrait-72x120,0,1,3,1788,0.2069,118,""
car,portrait-72x120,0,2,3,1440,0.1667,97,""
car,portrait-72x120,15,1,3,1316,0.1523,84,""
car,portrait-72x120,15,2,3,1108,0.1282,78,""
car,portrait-72x120,30,1,3,1240,0.1435,84,""
car,portrait-72x120,30,2,3,952,0.1102,52,""
car,portrait-72x120,45,1,3,1308,0.1514,99,""
car,portrait-72x120,45,2,3,1052,0.1218,78,""
car,portrait-72x120,60,1,3,1696,0.1963,117,""
car,portrait-72x120,60,2,3,1368,0.1583,89,""
car,portrait-72x120,75,1,3,2572,0.2977,165,""
car,portrait-72x120,75,2,3,2160,0.2500,140,""
car,portrait-72x120,90,1,3,5128,0.5935,354,""
car,portrait-72x120,90,2,3,4588,0.5310,304,""
car,portrait-72x120,105,1,3,2560,0.2963,169,""
car,portrait-72x120,105,2,3,2144,0.2481,142,""
car,portrait-72x120,120,1,3,1676,0.1940,116,""
car,portrait-72x120,120,2,3,1360,0.1574,102,""
car,portrait-72x120,135,1,3,1308,0.1514,71,""
car,portrait-72x120,135,2,3,1052,0.1218,75,""
car,portrait-72x120,150,1,3,1256,0.1454,83,""
car,portrait-72x120,150,2,3,956,0.1106,74,""
car,portrait-72x120,165,1,3,1324,0.1532,81,""
car,portrait-72x120,165,2,3,1132,0.1310,86,""
car,portrait-60x100,0,1,3,1164,0.1940,75,""
car,portrait-60x100,0,2,3,948,0.1580,70,""
car,portrait-60x100,15,1,3,892,0.1487,53,""
car,portrait-60x100,15,2,1,644,0.1073,48,""
car,portrait-60x100,30,1,3,816,0.1360,52,""
car,portrait-60x100,30,2,1,584,0.0973,37,""
car,portrait-60x100,45,1,3,880,0.1467,61,""
car,portrait-60x100,45,2,1,580,0.0967,41,""
car,portrait-60x100,60,1,3,1120,0.1867,65,""
car,portrait-60x100,60,2,3,864,0.1440,73,""
car,portrait-60x100,75,1,3,1684,0.2807,117,""
car,portrait-60x100,75,2,3,1408,0.2347,107,""
car,portrait-60x100,90,1,3,3512,0.5853,240,""
car,portrait-60x100,90,2,3,3052,0.5087,186,""
car,portrait-60x100,105,1,3,1700,0.2833,112,""
car,portrait-60x100,105,2,3,1384,0.2307,100,""
car,portrait-60x100,120,1,3,1108,0.1847,75,""
car,portrait-60x100,120,2,3,852,0.1420,48,""
car,portrait-60x100,135,1,3,880,0.1467,62,""
car,portrait-60x100,135,2,1,580,0.0967,33,""
car,portrait-60x100,150,1,3,812,0.1353,43,""
car,portrait-60x100,150,2,1,600,0.1000,44,""
car,portrait-60x100,165,1,3,900,0.1500,66,""
car,portrait-60x100,165,2,1,652,0.1087,39,""
car,portrait-52x92,0,1,3,856,0.1789,68,""
car,portrait-52x92,0,2,1,592,0.1237,59,""
car,portrait-52x92,15,1,3,624,0.1304,35,""
car,portrait-52x92,15,2,1,428,0.0895,23,""
car,portrait-52x92,30,1,3,580,0.1212,37,""
car,portrait-52x92,30,2,1,396,0.0828,24,""
car,portrait-52x92,45,1,3,652,0.1363,46,""
car,portrait-52x92,45,2,1,432,0.0903,21,""
car,portrait-52x92,60,1,3,796,0.1664,53,""
car,portrait-52x92,60,2,1,568,0.1187,29,""
car,portrait-52x92,75,1,3,1236,0.2584,78,""
car,portrait-52x92,75,2,3,964,0.2015,77,""
car,portrait-52x92,90,1,3,2632,0.5502,193,""
car,portrait-52x92,90,2,3,2148,0.4490,161,""
car,portrait-52x92,105,1,3,1244,0.2600,97,""
car,portrait-52x92,105,2,3,952,0.1990,53,""
car,portrait-52x92,120,1,3,780,0.1630,51,""
car,portrait-52x92,120,2,1,552,0.1154,33,""
car,portrait-52x92,135,1,3,652,0.1363,45,""
car,portrait-52x92,135,2,1,432,0.0903,26,""
car,portrait-52x92,150,1,3,584,0.1221,45,""
car,portrait-52x92,150,2,1,396,0.0828,27,""
car,portrait-52x92,165,1,3,624,0.1304,40,""
car,portrait-52x92,165,2,1,436,0.0911,31,""
carrot,square-78,0,1,3,1804,0.2965,134,""
carrot,square-78,0,2,3,1396,0.2295,91,""
carrot,square-78,15,1,3,1148,0.1887,81,""
carrot,square-78,15,2,3,800,0.1315,55,""
carrot,square-78,30,1,3,888,0.1460,57,""
carrot,square-78,30,2,3,612,0.1006,31,""
carrot,square-78,45,1,3,792,0.1302,58,""
carrot,square-78,45,2,3,524,0.0861,45,""
carrot,square-78,60,1,3,896,0.1473,60,""
carrot,square-78,60,2,3,592,0.0973,33,""
carrot,square-78,75,1,3,1144,0.1880,74,""
carrot,square-78,75,2,3,788,0.1295,54,""
carrot,square-78,90,1,3,1804,0.2965,128,""
carrot,square-78,90,2,3,1396,0.2295,76,""
carrot,square-78,105,1,3,1148,0.1887,84,""
carrot,square-78,105,2,3,800,0.1315,61,""
carrot,square-78,120,1,3,888,0.1460,60,""
carrot,square-78,120,2,3,612,0.1006,37,""
carrot,square-78,135,1,3,792,0.1302,61,""
carrot,square-78,135,2,3,524,0.0861,30,""
carrot,square-78,150,1,3,896,0.1473,62,""
carrot,square-78,150,2,3,592,0.0973,49,""
carrot,square-78,165,1,3,1144,0.1880,82,""
carrot,square-78,165,2,3,788,0.1295,53,""
carrot,square-60,0,1,3,964,0.2678,67,""
carrot,square-60,0,2,3,656,0.1822,42,""
carrot,square-60,15,1,3,580,0.1611,33,""
carrot,square-60,15,2,3,380,0.1056,25,""
carrot,square-60,30,1,3,424,0.1178,32,""
carrot,square-60,30,2,1,252,0.0700,16,""
carrot,square-60,45,1,3,380,0.1056,22,""
carrot,square-60,45,2,1,232,0.0644,12,""
carrot,square-60,60,1,3,428,0.1189,33,""
carrot,square-60,60,2,1,228,0.0633,11,""
carrot,square-60,75,1,3,580,0.1611,37,""
carrot,square-60,75,2,3,372,0.1033,21,""
carrot,square-60,90,1,3,964,0.2678,64,""
carrot,square-60,90,2,3,656,0.1822,53,""
carrot,square-60,105,1,3,580,0.1611,45,""
carrot,square-60,105,2,3,380,0.1056,22,""
carrot,square-60,120,1,3,424,0.1178,26,""
carrot,square-60,120,2,1,252,0.0700,14,""
carrot,square-60,135,1,3,380,0.1056,24,""
carrot,square-60,135,2,1,232,0.0644,15,""
carrot,square-60,150,1,3,428,0.1189,22,""
carrot,square-60,150,2,1,228,0.0633,16,""
carrot,square-60,165,1,3,580,0.1611,41,""
carrot,square-60,165,2,3,372,0.1033,27,""
carrot,portrait-72x120,0,1,3,1520,0.1759,108,""
carrot,portrait-72x120,0,2,3,1112,0.1287,73,""
carrot,portrait-72x120,15,1,3,932,0.1079,62,""
carrot,portrait-72x120,15,2,3,636,0.0736,44,""
carrot,portrait-72x120,30,1,3,704,0.0815,54,""
carrot,portrait-72x120,30,2,3,484,0.0560,25,""
carrot,portrait-72x120,45,1,3,652,0.0755,43,""
carrot,portrait-72x120,45,2,3,436,0.0505,19,""
carrot,portrait-72x120,60,1,3,696,0.0806,40,""
carrot,portrait-72x120,60,2,3,480,0.0556,29,""
carrot,portrait-72x120,75,1,3,936,0.1083,67,""
carrot,portrait-72x120,75,2,3,628,0.0727,50,""
carrot,portrait-72x120,90,1,3,1520,0.1759,112,""
carrot,portrait-72x120,90,2,3,1112,0.1287,67,""
carrot,portrait-72x120,105,1,3,932,0.1079,60,""
carrot,portrait-72x120,105,2,3,636,0.0736,40,""
carrot,portrait-72x120,120,1,3,704,0.0815,48,""
carrot,portrait-72x120,120,2,3,484,0.0560,35,""
carrot,portrait-72x120,135,1,3,652,0.0755,48,""
carrot,portrait-72x120,135,2,3,436,0.0505,25,""
carrot,portrait-72x120,150,1,3,696,0.0806,52,""
carrot,portrait-72x120,150,2,3,480,0.0556,33,""
carrot,portrait-72x120,165,1,3,936,0.1083,61,""
carrot,portrait-72x120,165,2,3,628,0.0727,39,""
carrot,portrait-60x100,0,1,3,964,0.1607,67,""
carrot,portrait-60x100,0,2,3,656,0.1093,42,""
carrot,portrait-60x100,15,1,3,580,0.0967,33,""
carrot,portrait-60x100,15,2,3,380,0.0633,25,""
carrot,portrait-60x100,30,1,3,424,0.0707,32,""
carrot,portrait-60x100,30,2,1,252,0.0420,16,""
carrot,portrait-60x100,45,1,3,380,0.0633,22,""
carrot,portrait-60x100,45,2,1,232,0.0387,12,""
carrot,portrait-60x100,60,1,3,428,0.0713,33,""
carrot,portrait-60x100,60,2,1,228,0.0380,11,""
carrot,portrait-60x100,75,1,3,580,0.0967,37,""
carrot,portrait-60x100,75,2,3,372,0.0620,21,""
carrot,portrait-60x100,90,1,3,964,0.1607,64,""
carrot,portrait-60x100,90,2,3,656,0.1093,53,""
carrot,portrait-60x100,105,1,3,580,0.0967,45,""
carrot,portrait-60x100,105,2,3,380,0.0633,22,""
carrot,portrait-60x100,120,1,3,424,0.0707,26,""
carrot,portrait-60x100,120,2,1,252,0.0420,14,""
carrot,portrait-60x100,135,1,3,380,0.0633,24,""
carrot,portrait-60x100,135,2,1,232,0.0387,15,""
carrot,portrait-60x100,150,1,3,428,0.0713,22,""
carrot,portrait-60x100,150,2,1,228,0.0380,16,""
carrot,portrait-60x100,165,1,3,580,0.0967,41,""
carrot,portrait-60x100,165,2,3,372,0.0620,27,""
carrot,portrait-52x92,0,1,3,696,0.1455,50,""
carrot,portrait-52x92,0,2,1,392,0.0819,22,""
carrot,portrait-52x92,15,1,3,436,0.0911,29,""
carrot,portrait-52x92,15,2,1,212,0.0443,19,""
carrot,portrait-52x92,30,1,3,308,0.0644,29,""
carrot,portrait-52x92,30,2,1,172,0.0360,13,""
carrot,portrait-52x92,45,1,1,260,0.0543,9,""
carrot,portrait-52x92,45,2,2,132,0.0276,8,""
carrot,portrait-52x92,60,1,3,304,0.0635,24,""
carrot,portrait-52x92,60,2,1,160,0.0334,7,""
carrot,portrait-52x92,75,1,3,428,0.0895,23,""
carrot,portrait-52x92,75,2,1,188,0.0393,9,""
carrot,portrait-52x92,90,1,3,696,0.1455,54,""
carrot,portrait-52x92,90,2,1,392,0.0819,23,""
carrot,portrait-52x92,105,1,3,436,0.0911,29,""
carrot,portrait-52x92,105,2,1,212,0.0443,24,""
carrot,portrait-52x92,120,1,3,308,0.0644,19,""
carrot,portrait-52x92,120,2,1,172,0.0360,15,""
carrot,portrait-52x92,135,1,1,260,0.0543,15,""
carrot,portrait-52x92,135,2,2,132,0.0276,7,""
carrot,portrait-52x92,150,1,3,304,0.0635,24,""
carrot,portrait-52x92,150,2,1,160,0.0334,9,""
carrot,portrait-52x92,165,1,3,428,0.0895,29,""
carrot,portrait-52x92,165,2,1,188,0.0393,15,""
cat,square-78,0,1,1,4260,0.7002,281,""
cat,square-78,0,2,1,3912,0.6430,253,""
cat,square-78,15,1,1,2816,0.4629,208,""
cat,square-78,15,2,1,2480,0.4076,172,""
cat,square-78,30,1,1,2248,0.3695,149,""
cat,square-78,30,2,1,1932,0.3176,141,""
cat,square-78,45,1,1,2092,0.3439,131,""
cat,square-78,45,2,1,1768,0.2906,127,""
cat,square-78,60,1,1,2248,0.3695,148,""
cat,square-78,60,2,1,1924,0.3162,134,""
cat,square-78,75,1,1,2808,0.4615,193,""
cat,square-78,75,2,1,2472,0.4063,171,""
cat,square-78,90,1,1,4260,0.7002,309,""
cat,square-78,90,2,1,3912,0.6430,260,""
cat,square-78,105,1,1,2816,0.4629,186,""
cat,square-78,105,2,1,2480,0.4076,168,""
cat,square-78,120,1,1,2248,0.3695,152,""
cat,square-78,120,2,1,1932,0.3176,131,""
cat,square-78,135,1,1,2092,0.3439,144,""
cat,square-78,135,2,1,1768,0.2906,127,""
cat,square-78,150,1,1,2248,0.3695,184,""
cat,square-78,150,2,1,1924,0.3162,130,""
cat,square-78,165,1,1,2808,0.4615,176,""
cat,square-78,165,2,1,2472,0.4063,155,""
cat,square-60,0,1,1,2444,0.6789,175,""
cat,square-60,0,2,1,2172,0.6033,129,""
cat,square-60,15,1,1,1588,0.4411,119,""
cat,square-60,15,2,1,1356,0.3767,90,""
cat,square-60,30,1,1,1248,0.3467,83,""
cat,square-60,30,2,1,1004,0.2789,73,""
cat,square-60,45,1,1,1176,0.3267,93,""
cat,square-60,45,2,1,952,0.2644,50,""
cat,square-60,60,1,1,1252,0.3478,77,""
cat,square-60,60,2,1,1008,0.2800,68,""
cat,square-60,75,1,1,1588,0.4411,102,""
cat,square-60,75,2,1,1368,0.3800,80,""
cat,square-60,90,1,1,2444,0.6789,159,""
cat,square-60,90,2,1,2172,0.6033,137,""
cat,square-60,105,1,1,1588,0.4411,105,""
cat,square-60,105,2,1,1356,0.3767,86,""
cat,square-60,120,1,1,1248,0.3467,74,""
cat,square-60,120,2,1,1004,0.2789,62,""
cat,square-60,135,1,1,1176,0.3267,78,""
cat,square-60,135,2,1,952,0.2644,66,""
cat,square-60,150,1,1,1252,0.3478,72,""
cat,square-60,150,2,1,1008,0.2800,58,""
cat,square-60,165,1,1,1588,0.4411,109,""
cat,square-60,165,2,1,1368,0.3800,89,""
cat,portrait-72x120,0,1,1,3684,0.4264,241,""
cat,portrait-72x120,0,2,1,3296,0.3815,218,""
cat,portrait-72x120,15,1,1,2404,0.2782,161,""
cat,portrait-72x120,15,2,1,2092,0.2421,145,""
cat,portrait-72x120,30,1,1,1904,0.2204,117,""
cat,portrait-72x120,30,2,1,1628,0.1884,111,""
cat,portrait-72x120,45,1,1,1764,0.2042,135,""
cat,portrait-72x120,45,2,1,1476,0.1708,92,""
cat,portrait-72x120,60,1,1,1884,0.2181,111,""
cat,portrait-72x120,60,2,1,1604,0.1856,111,""
cat,portrait-72x120,75,1,1,2364,0.2736,156,""
cat,portrait-72x120,75,2,1,2060,0.2384,146,""
cat,portrait-72x120,90,1,1,3596,0.4162,244,""
cat,portrait-72x120,90,2,1,3232,0.3741,188,""
cat,portrait-72x120,105,1,1,2372,0.2745,133,""
cat,portrait-72x120,105,2,1,2052,0.2375,138,""
cat,portrait-72x120,120,1,1,1896,0.2194,134,""
cat,portrait-72x120,120,2,1,1604,0.1856,103,""
cat,portrait-72x120,135,1,1,1764,0.2042,114,""
cat,portrait-72x120,135,2,1,1476,0.1708,92,""
cat,portrait-72x120,150,1,1,1900,0.2199,124,""
cat,portrait-72x120,150,2,1,1616,0.1870,115,""
cat,portrait-72x120,165,1,1,2408,0.2787,185,""
cat,portrait-72x120,165,2,1,2092,0.2421,140,""
cat,portrait-60x100,0,1,1,2488,0.4147,169,""
cat,portrait-60x100,0,2,1,2184,0.3640,145,""
cat,portrait-60x100,15,1,1,1612,0.2687,106,""
cat,portrait-60x100,15,2,1,1376,0.2293,114,""
cat,portrait-60x100,30,1,1,1252,0.2087,94,""
cat,portrait-60x100,30,2,1,1008,0.1680,57,""
cat,portrait-60x100,45,1,1,1176,0.1960,93,""
cat,portrait-60x100,45,2,1,952,0.1587,50,""
cat,portrait-60x100,60,1,1,1252,0.2087,77,""
cat,portrait-60x100,60,2,1,1008,0.1680,68,""
cat,portrait-60x100,75,1,1,1588,0.2647,102,""
cat,portrait-60x100,75,2,1,1368,0.2280,80,""
cat,portrait-60x100,90,1,1,2444,0.4073,159,""
cat,portrait-60x100,90,2,1,2172,0.3620,137,""
cat,portrait-60x100,105,1,1,1588,0.2647,105,""
cat,portrait-60x100,105,2,1,1356,0.2260,86,""
cat,portrait-60x100,120,1,1,1248,0.2080,74,""
cat,portrait-60x100,120,2,1,1004,0.1673,62,""
cat,portrait-60x100,135,1,1,1176,0.1960,78,""
cat,portrait-60x100,135,2,1,952,0.1587,66,""
cat,portrait-60x100,150,1,1,1256,0.2093,96,""
cat,portrait-60x100,150,2,1,1012,0.1687,85,""
cat,portrait-60x100,165,1,1,1612,0.2687,111,""
cat,portrait-60x100,165,2,1,1368,0.2280,89,""
cat,portrait-52x92,0,1,1,1856,0.3880,124,""
cat,portrait-52x92,0,2,1,1512,0.3161,98,""
cat,portrait-52x92,15,1,1,1168,0.2441,87,""
cat,portrait-52x92,15,2,1,924,0.1931,54,""
cat,portrait-52x92,30,1,1,928,0.1940,55,""
cat,portrait-52x92,30,2,1,704,0.1472,38,""
cat,portrait-52x92,45,1,1,880,0.1839,60,""
cat,portrait-52x92,45,2,1,616,0.1288,36,""
cat,portrait-52x92,60,1,1,900,0.1881,66,""
cat,portrait-52x92,60,2,1,692,0.1446,46,""
cat,portrait-52x92,75,1,1,1160,0.2425,78,""
cat,portrait-52x92,75,2,1,924,0.1931,58,""
cat,portrait-52x92,90,1,1,1808,0.3779,120,""
cat,portrait-52x92,90,2,1,1500,0.3135,99,""
cat,portrait-52x92,105,1,1,1152,0.2408,74,""
cat,portrait-52x92,105,2,1,920,0.1923,72,""
cat,portrait-52x92,120,1,1,920,0.1923,71,""
cat,portrait-52x92,120,2,1,692,0.1446,44,""
cat,portrait-52x92,135,1,1,880,0.1839,61,""
cat,portrait-52x92,135,2,1,616,0.1288,40,""
cat,portrait-52x92,150,1,1,920,0.1923,71,""
cat,portrait-52x92,150,2,1,700,0.1463,41,""
cat,portrait-52x92,165,1,1,1168,0.2441,78,""
cat,portrait-52x92,165,2,1,924,0.1931,54,""
cherry,square-78,0,1,4,2548,0.4188,163,""
cherry,square-78,0,2,4,2068,0.3399,145,""
cherry,square-78,15,1,4,1608,0.2643,112,""
cherry,square-78,15,2,4,1176,0.1933,93,""
cherry,square-78,30,1,4,1256,0.2064,90,""
cherry,square-78,30,2,4,912,0.1499,57,""
cherry,square-78,45,1,4,1160,0.1907,91,""
cherry,square-78,45,2,4,824,0.1354,49,""
cherry,square-78,60,1,4,1260,0.2071,100,""
cherry,square-78,60,2,4,916,0.1506,64,""
cherry,square-78,75,1,4,1624,0.2669,96,""
cherry,square-78,75,2,4,1188,0.1953,83,""
cherry,square-78,90,1,4,2548,0.4188,164,""
cherry,square-78,90,2,4,2068,0.3399,158,""
cherry,square-78,105,1,4,1608,0.2643,104,""
cherry,square-78,105,2,4,1176,0.1933,82,""
cherry,square-78,120,1,4,1256,0.2064,82,""
cherry,square-78,120,2,4,912,0.1499,61,""
cherry,square-78,135,1,4,1160,0.1907,91,""
cherry,square-78,135,2,4,824,0.1354,64,""
cherry,square-78,150,1,4,1260,0.2071,89,""
cherry,square-78,150,2,4,916,0.1506,51,""
cherry,square-78,165,1,4,1624,0.2669,103,""
cherry,square-78,165,2,4,1188,0.1953,87,""
cherry,square-60,0,1,4,1420,0.3944,99,""
cherry,square-60,0,2,4,1004,0.2789,80,""
cherry,square-60,15,1,4,872,0.2422,65,""
cherry,square-60,15,2,3,548,0.1522,34,""
cherry,square-60,30,1,4,668,0.1856,38,""
cherry,square-60,30,2,3,420,0.1167,31,""
cherry,square-60,45,1,4,588,0.1633,54,""
cherry,square-60,45,2,3,368,0.1022,19,""
cherry,square-60,60,1,4,676,0.1878,43,""
cherry,square-60,60,2,3,420,0.1167,23,""
cherry,square-60,75,1,4,844,0.2344,59,""
cherry,square-60,75,2,3,560,0.1556,37,""
cherry,square-60,90,1,4,1420,0.3944,92,""
cherry,square-60,90,2,4,1004,0.2789,80,""
cherry,square-60,105,1,4,872,0.2422,68,""
cherry,square-60,105,2,3,548,0.1522,27,""
cherry,square-60,120,1,4,668,0.1856,54,""
cherry,square-60,120,2,3,420,0.1167,32,""
cherry,square-60,135,1,4,588,0.1633,34,""
cherry,square-60,135,2,3,368,0.1022,25,""
cherry,square-60,150,1,4,676,0.1878,54,""
cherry,square-60,150,2,3,420,0.1167,33,""
cherry,square-60,165,1,4,844,0.2344,56,""
cherry,square-60,165,2,3,560,0.1556,31,""
cherry,portrait-72x120,0,1,4,2160,0.2500,162,""
cherry,portrait-72x120,0,2,4,1668,0.1931,102,""
cherry,portrait-72x120,15,1,4,1348,0.1560,92,""
cherry,portrait-72x120,15,2,4,1016,0.1176,78,""
cherry,portrait-72x120,30,1,4,1036,0.1199,82,""
cherry,portrait-72x120,30,2,4,724,0.0838,56,""
cherry,portrait-72x120,45,1,4,964,0.1116,67,""
cherry,portrait-72x120,45,2,4,660,0.0764,53,""
cherry,portrait-72x120,60,1,4,1024,0.1185,87,""
cherry,portrait-72x120,60,2,4,724,0.0838,52,""
cherry,portrait-72x120,75,1,4,1364,0.1579,100,""
cherry,portrait-72x120,75,2,4,992,0.1148,63,""
cherry,portrait-72x120,90,1,4,2160,0.2500,128,""
cherry,portrait-72x120,90,2,4,1668,0.1931,114,""
cherry,portrait-72x120,105,1,4,1348,0.1560,79,""
cherry,portrait-72x120,105,2,4,1016,0.1176,81,""
cherry,portrait-72x120,120,1,4,1036,0.1199,71,""
cherry,portrait-72x120,120,2,4,724,0.0838,52,""
cherry,portrait-72x120,135,1,4,964,0.1116,71,""
cherry,portrait-72x120,135,2,4,660,0.0764,49,""
cherry,portrait-72x120,150,1,4,1024,0.1185,76,""
cherry,portrait-72x120,150,2,4,724,0.0838,53,""
cherry,portrait-72x120,165,1,4,1364,0.1579,81,""
cherry,portrait-72x120,165,2,4,992,0.1148,73,""
cherry,portrait-60x100,0,1,4,1420,0.2367,99,""
cherry,portrait-60x100,0,2,4,1004,0.1673,80,""
cherry,portrait-60x100,15,1,4,872,0.1453,65,""
cherry,portrait-60x100,15,2,3,548,0.0913,34,""
cherry,portrait-60x100,30,1,4,668,0.1113,38,""
cherry,portrait-60x100,30,2,3,420,0.0700,31,""
cherry,portrait-60x100,45,1,4,588,0.0980,54,""
cherry,portrait-60x100,45,2,3,368,0.0613,19,""
cherry,portrait-60x100,60,1,4,676,0.1127,43,""
cherry,portrait-60x100,60,2,3,420,0.0700,23,""
cherry,portrait-60x100,75,1,4,844,0.1407,59,""
cherry,portrait-60x100,75,2,3,560,0.0933,37,""
cherry,portrait-60x100,90,1,4,1420,0.2367,92,""
cherry,portrait-60x100,90,2,4,1004,0.1673,80,""
cherry,portrait-60x100,105,1,4,872,0.1453,68,""
cherry,portrait-60x100,105,2,3,548,0.0913,27,""
cherry,portrait-60x100,120,1,4,668,0.1113,54,""
cherry,portrait-60x100,120,2,3,420,0.0700,32,""
cherry,portrait-60x100,135,1,4,588,0.0980,34,""
cherry,portrait-60x100,135,2,3,368,0.0613,25,""
cherry,portrait-60x100,150,1,4,676,0.1127,54,""
cherry,portrait-60x100,150,2,3,420,0.0700,33,""
cherry,portrait-60x100,165,1,4,844,0.1407,56,""
cherry,portrait-60x100,165,2,3,560,0.0933,31,""
cherry,portrait-52x92,0,1,4,992,0.2074,56,""
cherry,portrait-52x92,0,2,3,656,0.1371,59,""
cherry,portrait-52x92,15,1,4,620,0.1296,36,""
cherry,portrait-52x92,15,2,3,344,0.0719,25,""
cherry,portrait-52x92,30,1,4,456,0.0953,34,""
cherry,portrait-52x92,30,2,3,264,0.0552,12,""
cherry,portrait-52x92,45,1,4,420,0.0878,29,""
cherry,portrait-52x92,45,2,3,248,0.0518,21,""
cherry,portrait-52x92,60,1,4,460,0.0962,32,""
cherry,portrait-52x92,60,2,3,272,0.0569,20,""
cherry,portrait-52x92,75,1,4,616,0.1288,47,""
cherry,portrait-52x92,75,2,3,356,0.0744,26,""
cherry,portrait-52x92,90,1,4,992,0.2074,81,""
cherry,portrait-52x92,90,2,3,656,0.1371,42,""
cherry,portrait-52x92,105,1,4,620,0.1296,37,""
cherry,portrait-52x92,105,2,3,344,0.0719,25,""
cherry,portrait-52x92,120,1,4,456,0.0953,31,""
cherry,portrait-52x92,120,2,3,264,0.0552,13,""
cherry,portrait-52x92,135,1,4,420,0.0878,25,""
cherry,portrait-52x92,135,2,3,248,0.0518,16,""
cherry,portrait-52x92,150,1,4,460,0.0962,36,""
cherry,portrait-52x92,150,2,3,272,0.0569,22,""
cherry,portrait-52x92,165,1,4,616,0.1288,37,""
cherry,portrait-52x92,165,2,3,356,0.0744,22,""
croissant,square-78,0,1,5,2584,0.4247,170,""
croissant,square-78,0,2,5,2084,0.3425,146,""
croissant,square-78,15,1,5,1632,0.2682,105,""
croissant,square-78,15,2,5,1248,0.2051,87,""
croissant,square-78,30,1,5,1284,0.2110,97,""
croissant,square-78,30,2,5,880,0.1446,67,""
croissant,square-78,45,1,5,1164,0.1913,66,""
croissant,square-78,45,2,5,824,0.1354,49,""
croissant,square-78,60,1,5,1284,0.2110,93,""
croissant,square-78,60,2,5,872,0.1433,67,""
croissant,square-78,75,1,5,1632,0.2682,94,""
croissant,square-78,75,2,5,1248,0.2051,92,""
croissant,square-78,90,1,5,2584,0.4247,207,""
croissant,square-78,90,2,5,2084,0.3425,137,""
croissant,square-78,105,1,5,1632,0.2682,92,""
croissant,square-78,105,2,5,1248,0.2051,75,""
croissant,square-78,120,1,5,1284,0.2110,94,""
croissant,square-78,120,2,5,880,0.1446,61,""
croissant,square-78,135,1,5,1164,0.1913,84,""
croissant,square-78,135,2,5,824,0.1354,50,""
croissant,square-78,150,1,5,1284,0.2110,85,""
croissant,square-78,150,2,5,872,0.1433,57,""
croissant,square-78,165,1,5,1632,0.2682,112,""
croissant,square-78,165,2,5,1248,0.2051,90,""
croissant,square-60,0,1,5,1460,0.4056,101,""
croissant,square-60,0,2,5,1036,0.2878,74,""
croissant,square-60,15,1,5,852,0.2367,51,""
croissant,square-60,15,2,4,540,0.1500,37,""
croissant,square-60,30,1,5,652,0.1811,45,""
croissant,square-60,30,2,3,408,0.1133,22,""
croissant,square-60,45,1,5,592,0.1644,40,""
croissant,square-60,45,2,3,352,0.0978,23,""
croissant,square-60,60,1,5,640,0.1778,47,""
croissant,square-60,60,2,3,408,0.1133,39,""
croissant,square-60,75,1,5,852,0.2367,64,""
croissant,square-60,75,2,4,540,0.1500,38,""
croissant,square-60,90,1,5,1460,0.4056,89,""
croissant,square-60,90,2,5,1036,0.2878,64,""
croissant,square-60,105,1,5,852,0.2367,55,""
croissant,square-60,105,2,4,540,0.1500,33,""
croissant,square-60,120,1,5,652,0.1811,47,""
croissant,square-60,120,2,3,408,0.1133,38,""
croissant,square-60,135,1,5,592,0.1644,36,""
croissant,square-60,135,2,3,352,0.0978,31,""
croissant,square-60,150,1,5,640,0.1778,46,""
croissant,square-60,150,2,3,408,0.1133,41,""
croissant,square-60,165,1,5,852,0.2367,61,""
croissant,square-60,165,2,4,540,0.1500,32,""
croissant,portrait-72x120,0,1,5,2168,0.2509,144,""
croissant,portrait-72x120,0,2,5,1664,0.1926,121,""
croissant,portrait-72x120,15,1,5,1368,0.1583,85,""
croissant,portrait-72x120,15,2,5,988,0.1144,65,""
croissant,portrait-72x120,30,1,5,1072,0.1241,82,""
croissant,portrait-72x120,30,2,5,700,0.0810,43,""
croissant,portrait-72x120,45,1,5,1008,0.1167,78,""
croissant,portrait-72x120,45,2,3,624,0.0722,45,""
croissant,portrait-72x120,60,1,5,1064,0.1231,73,""
croissant,portrait-72x120,60,2,5,700,0.0810,31,""
croissant,portrait-72x120,75,1,5,1372,0.1588,101,""
croissant,portrait-72x120,75,2,5,988,0.1144,62,""
croissant,portrait-72x120,90,1,5,2168,0.2509,150,""
croissant,portrait-72x120,90,2,5,1664,0.1926,119,""
croissant,portrait-72x120,105,1,5,1368,0.1583,90,""
croissant,portrait-72x120,105,2,5,988,0.1144,58,""
croissant,portrait-72x120,120,1,5,1072,0.1241,67,""
croissant,portrait-72x120,120,2,5,700,0.0810,52,""
croissant,portrait-72x120,135,1,5,1008,0.1167,63,""
croissant,portrait-72x120,135,2,3,624,0.0722,46,""
croissant,portrait-72x120,150,1,5,1064,0.1231,64,""
croissant,portrait-72x120,150,2,5,700,0.0810,53,""
croissant,portrait-72x120,165,1,5,1372,0.1588,101,""
croissant,portrait-72x120,165,2,5,988,0.1144,65,""
croissant,portrait-60x100,0,1,5,1460,0.2433,101,""
croissant,portrait-60x100,0,2,5,1036,0.1727,74,""
croissant,portrait-60x100,15,1,5,852,0.1420,51,""
croissant,portrait-60x100,15,2,4,540,0.0900,37,""
