cellIndex,seed,ok,error,gridSize,meanPieceLength,pieceLengthVariance,minPieceLength,bendProbability,minStraightRun,fillFraction,attempts,generationMs,segmentCount,coverage,meanSegmentLength,bendRate,dagDepth,meanFreeSetSize,minFreeSetSize,edgeCount,shortOfTarget,belowMinimum,wholeRunEscapes,shortStraightRuns
0,1,true,,40,3,2,2,0.35,2,0.45,1,47.576813000000016,216,1,3.425925925925926,0.3617886178861789,25,14.38425925925926,1,856,5,0,0,0
0,2,true,,40,3,2,2,0.35,2,0.45,1,34.79561799999999,223,1,3.3004484304932737,0.391008174386921,18,17.22421524663677,2,872,4,0,0,0
0,3,true,,40,3,2,2,0.35,2,0.45,1,24.155732,213,1,3.492957746478873,0.37331536388140163,29,9.854460093896714,2,972,12,0,0,0
0,4,true,,40,3,2,2,0.35,2,0.45,1,25.716822999999977,219,1,3.3424657534246576,0.3917808219178082,23,14.552511415525114,1,923,8,0,0,0
0,5,true,,40,3,2,2,0.35,2,0.45,1,22.724738000000002,207,1,3.420289855072464,0.3640226628895184,21,19.381642512077295,1,739,5,0,0,0
0,6,true,,40,3,2,2,0.35,2,0.45,1,24.445701999999983,226,1,3.2389380530973453,0.34383561643835614,26,12.982300884955752,1,970,9,0,0,0
0,7,true,,40,3,2,2,0.35,2,0.45,1,23.836338000000012,210,1,3.447619047619048,0.3601108033240997,23,18.080952380952382,1,829,7,0,0,0
0,8,true,,40,3,2,2,0.35,2,0.45,1,25.715850999999986,216,1,3.3703703703703702,0.3953168044077135,21,16.25462962962963,1,831,10,0,0,0
0,9,true,,40,3,2,2,0.35,2,0.45,1,22.68633399999993,224,1,3.2857142857142856,0.3923705722070845,25,14.133928571428571,1,1029,7,0,0,0
0,10,true,,40,3,2,2,0.35,2,0.45,1,23.888040000000046,226,1,3.2035398230088497,0.37950138504155123,17,22.23008849557522,1,831,9,0,0,0
0,11,true,,40,3,2,2,0.35,2,0.45,1,23.394829999999956,215,1,3.2744186046511627,0.3575498575498576,16,17.511627906976745,2,776,3,0,0,0
0,12,true,,40,3,2,2,0.35,2,0.45,1,20.77803899999992,212,1,3.3962264150943398,0.3607242339832869,26,15.481132075471699,1,937,9,0,0,0
1,1,true,,40,3,4,2,0.35,2,0.45,1,17.99213999999995,176,1,4.204545454545454,0.3617886178861789,23,10.914772727272727,2,779,4,0,0,0
1,2,true,,40,3,4,2,0.35,2,0.45,1,18.297806000000037,179,1,4.111731843575419,0.391008174386921,21,12.703910614525139,1,716,4,0,0,0
1,3,true,,40,3,4,2,0.35,2,0.45,1,17.967201000000045,179,1,4.156424581005586,0.37331536388140163,21,12.8268156424581,1,657,11,0,0,0
1,4,true,,40,3,4,2,0.35,2,0.45,1,18.257601000000022,177,1,4.135593220338983,0.3917808219178082,20,12.576271186440678,2,718,6,0,0,0
1,5,true,,40,3,4,2,0.35,2,0.45,1,19.91054500000007,176,1,4.0227272727272725,0.3640226628895184,22,15.772727272727273,1,645,3,0,0,0
1,6,true,,40,3,4,2,0.35,2,0.45,1,18.46489500000007,187,1,3.914438502673797,0.34383561643835614,32,8.631016042780749,1,791,6,0,0,0
1,7,true,,40,3,4,2,0.35,2,0.45,1,17.407392999999956,161,1,4.496894409937888,0.3601108033240997,18,14.322981366459627,2,569,5,0,0,0
1,8,true,,40,3,4,2,0.35,2,0.45,1,18.10005000000001,170,1,4.2823529411764705,0.3953168044077135,20,15.276470588235295,1,543,3,0,0,0
