cellIndex,seed,ok,error,gridSize,meanPieceLength,pieceLengthVariance,minPieceLength,bendProbability,minStraightRun,fillFraction,attempts,generationMs,segmentCount,coverage,meanSegmentLength,bendRate,dagDepth,meanFreeSetSize,minFreeSetSize,edgeCount,shortOfTarget,belowMinimum,wholeRunEscapes,shortStraightRuns
0,1,true,,40,6,8,1,0.35,2,0.45,1,59.428395999999964,101,1,7.326732673267327,0.3617886178861789,15,10.742574257425742,1,325,5,0,0,0
0,2,true,,40,6,8,1,0.35,2,0.45,1,31.04898300000002,115,1,6.4,0.391008174386921,15,11.182608695652174,1,321,6,0,0,0
0,3,true,,40,6,8,1,0.35,2,0.45,1,14.618626000000063,100,1,7.44,0.37331536388140163,14,8.74,2,311,6,0,0,0
0,4,true,,40,6,8,1,0.35,2,0.45,1,13.895804999999996,84,1,8.714285714285714,0.3917808219178082,18,5.928571428571429,1,304,9,0,0,0
0,5,true,,40,6,8,1,0.35,2,0.45,1,15.106307000000015,91,1,7.78021978021978,0.3640226628895184,9,13.373626373626374,2,207,5,0,0,0
0,6,true,,40,6,8,1,0.35,2,0.45,1,14.022216000000071,97,1,7.546391752577319,0.34383561643835614,13,9.88659793814433,1,350,8,0,0,0
0,7,true,,40,6,8,1,0.35,2,0.45,1,14.119645999999989,95,1,7.621052631578947,0.3601108033240997,12,11.56842105263158,1,342,6,0,0,0
0,8,true,,40,6,8,1,0.35,2,0.45,1,16.843334000000027,102,1,7.137254901960785,0.3953168044077135,12,13.617647058823529,2,275,3,0,0,0
0,9,true,,40,6,8,1,0.35,2,0.45,1,16.414113999999927,116,1,6.344827586206897,0.3923705722070845,17,9.051724137931034,1,393,3,0,0,0
0,10,true,,40,6,8,1,0.35,2,0.45,1,15.022414000000026,97,1,7.463917525773196,0.37950138504155123,13,11.237113402061855,1,270,4,0,0,0
0,11,true,,40,6,8,1,0.35,2,0.45,1,13.314301,96,1,7.333333333333333,0.3575498575498576,13,12.697916666666666,1,258,4,0,0,0
0,12,true,,40,6,8,1,0.35,2,0.45,1,12.016639000000055,108,1,6.666666666666667,0.3607242339832869,13,10.287037037037036,2,357,1,0,0,0
0,13,true,,40,6,8,1,0.35,2,0.45,1,16.227788000000032,101,1,7.00990099009901,0.358356940509915,16,10.306930693069306,1,309,8,0,0,0
0,14,true,,40,6,8,1,0.35,2,0.45,1,13.4442489999999,115,1,6.3652173913043475,0.37397260273972605,17,10.104347826086956,1,411,6,0,0,0
0,15,true,,40,6,8,1,0.35,2,0.45,1,15.0083699999999,113,1,6.619469026548672,0.37131367292225204,13,12.752212389380531,1,373,6,0,0,0
0,16,true,,40,6,8,1,0.35,2,0.45,1,11.940131999999949,83,1,8.91566265060241,0.37669376693766937,16,8.590361445783133,1,260,1,0,0,0
0,17,true,,40,6,8,1,0.35,2,0.45,1,17.928527999999915,110,1,6.618181818181818,0.3774104683195592,16,9.681818181818182,2,443,8,0,0,0
0,18,true,,40,6,8,1,0.35,2,0.45,1,15.932030000000054,87,1,8.459770114942529,0.3637602179836512,12,8.816091954022989,2,261,4,0,0,0
0,19,true,,40,6,8,1,0.35,2,0.45,1,13.990814,95,1,7.747368421052632,0.3310626702997275,16,8.210526315789474,1,311,1,0,0,0
0,20,true,,40,6,8,1,0.35,2,0.45,1,16.337485000000015,118,1,6.271186440677966,0.37262872628726285,20,8.14406779661017,1,426,8,0,0,0
1,1,true,,40,6,8,2,0.35,2,0.45,1,11.902281000000016,100,1,7.4,0.3617886178861789,12,10.24,1,301,5,0,0,0
